258	10
259	13
260	18
261	13
262	10
263	8
264	7
265	8
266	9
267	8
268	9
269	8
270	10
271	7
272	8
273	6
274	11
275	11
276	12
277	7
278	7
279	11
280	13
281	14
282	7
283	8
284	11
285	7
286	11
287	16
288	10
289	14
290	11
291	11
292	14
293	14
294	7
295	14
296	11
297	8
298	12
299	10
300	11
301	10
302	18
303	11
304	13
305	11
306	8
307	18
308	11
309	12
310	9
311	8
312	9
313	7
314	17
315	10
316	14
317	6
318	11
319	11
320	11
321	10
322	9
323	16
324	6
325	9
326	7
327	11
328	13
329	11
330	13
331	12
332	11
333	9
334	12
335	16
336	15
337	11
338	17
339	7
340	20
341	12
342	12
343	14
344	17
345	9
346	10
347	12
348	6
349	15
350	14
351	5
352	11
353	7
354	6
355	8
356	10
357	8
358	7
359	13
360	10
361	6
362	11
363	10
364	9
365	10
366	8
367	9
368	9
369	12
370	7
371	15
372	10
373	15
374	14
375	8
376	11
377	8
378	10
379	15
380	13
381	11
382	15
383	14
384	7
385	10
386	13
387	8
388	14
389	10
390	14
391	8
392	15
393	9
394	8
395	11
396	10
397	7
398	9
399	9
400	12
401	9
402	8
403	18
404	10
405	9
406	11
407	13
408	6
409	12
410	9
411	7
412	8
413	10
414	10
415	7
416	13
417	10
418	9
419	12
420	7
421	10
422	9
423	9
424	7
425	6
426	8
427	13
428	12
429	11
430	9
431	10
432	13
433	4
434	8
435	11
436	6
437	8
438	7
439	9
440	6
441	10
442	13
443	16
444	15
445	9
446	6
447	9
448	12
449	8
450	10
451	7
452	7
453	10
454	9
455	13
456	7
457	10
458	8
459	10
460	8
461	19
462	5
463	10
464	6
465	7
466	13
467	11
468	9
469	17
470	13
471	9
472	11
473	11
474	12
475	9
476	5
477	11
478	12
479	11
480	12
481	6
482	8
483	11
484	9
485	8
486	10
487	14
488	15
489	9
490	12
491	10
492	11
493	7
494	12
495	8
496	8
497	18
498	7
499	5
500	17
501	8
502	17
503	9
504	11
505	6
506	9
507	7
508	10
509	13
510	10
511	9
512	9
513	10
514	10
515	11
516	19
517	8
518	12
519	6
520	10
521	9
522	7
523	8
524	12
525	9
526	12
527	11
528	7
529	6
530	17
531	14
532	9
533	9
534	21
535	7
536	12
537	9
538	8
539	8
540	10
541	14
542	7
543	19
544	17
545	13
546	8
547	7
548	8
549	9
550	9
551	15
552	12
553	14
554	10
555	9
556	6
557	15
558	10
559	8
560	15
561	7
562	15
563	14
564	13
565	10
566	10
567	8
568	11
569	6
570	12
571	8
572	9
573	16
574	9
575	4
576	5
577	10
578	11
579	13
580	9
581	16
582	12
583	10
584	21
585	6
586	9
587	7
588	14
589	11
590	10
591	10
592	21
593	7
594	8
595	10
596	10
597	6
598	15
599	13
600	4
601	12
602	10
603	12
604	9
605	10
606	7
607	13
608	10
609	8
610	8
611	8
612	13
613	9
614	9
615	18
616	15
617	6
618	5
619	8
620	9
621	20
622	10
623	6
624	10
625	10
626	15
627	20
628	8
629	8
630	9
631	8
632	14
633	11
634	8
635	11
636	10
637	19
638	6
639	10
640	10
641	7
642	22
643	5
644	14
645	19
646	8
647	10
648	11
649	8
650	6
651	11
652	15
653	7
654	7
655	9
656	8
657	20
658	13
659	21
660	6
661	9
662	11
663	9
664	7
665	9
666	10
667	10
668	7
669	12
670	9
671	12
672	6
673	7
674	10
675	9
676	10
677	8
678	10
679	10
680	8
681	13
682	6
683	9
684	8
685	8
686	15
687	13
688	8
689	11
690	8
691	11
692	9
693	19
694	10
695	11
696	13
697	5
698	11
699	6
700	10
701	6
702	11
703	7
704	5
705	6
706	10
707	8
708	9
709	8
710	12
711	5
712	7
713	5
714	9
715	15
716	8
717	5
718	7
719	8
720	10
721	9
722	11
723	7
724	9
725	9
726	8
727	7
728	9
729	11
730	6
731	8
732	10
733	5
734	8
735	10
736	8
737	10
738	8
739	11
740	9
741	7
742	8
743	13
744	10
745	9
746	10
747	10
748	7
749	13
750	6
751	14
752	15
753	10
754	4
755	7
756	9
757	6
758	9
759	6
760	8
761	9
762	7
763	8
764	5
765	6
766	10
767	11
768	8
769	5
770	18
771	11
772	8
773	13
774	10
775	7
776	15
777	7
778	7
779	6
780	6
781	9
782	9
783	7
784	8
785	6
786	6
787	11
788	8
789	7
790	9
791	7
792	12
793	9
794	11
795	8
796	9
797	7
798	6
799	6
800	13
801	8
802	10
803	11
804	8
805	10
806	8
807	7
808	7
809	10
810	5
811	8
812	7
813	10
814	15
815	8
816	8
817	12
818	16
819	8
820	14
821	10
822	9
823	11
824	6
825	11
826	9
827	9
828	9
829	8
830	10
831	20
832	11
833	9
834	8
835	9
836	7
837	5
838	11
839	10
840	7
841	6
842	15
843	10
844	9
845	6
846	11
847	8
848	8
849	6
850	6
851	10
852	7
853	8
854	11
855	10
856	11
857	8
858	8
859	11
860	11
861	8
862	4
863	12
864	13
865	9
866	9
867	9
868	9
869	9
870	15
871	10
872	7
873	8
874	10
875	10
876	4
877	14
878	12
879	14
880	13
881	15
882	16
883	7
884	8
885	10
886	10
887	12
888	8
889	9
890	13
891	5
892	11
893	11
894	6
895	5
896	10
897	10
898	9
899	14
900	9
901	6
902	16
903	11
904	8
905	8
906	12
907	8
908	20
909	11
910	6
911	8
912	8
913	8
914	5
915	9
916	10
917	5
918	13
919	10
920	8
921	7
922	6
923	9
924	8
925	8
926	11
927	10
928	9
929	8
930	9
931	12
932	10
933	8
934	7
935	10
936	13
937	6
938	14
939	9
940	11
941	9
942	13
943	8
944	5
2011	11
946	8
947	18
948	11
949	9
950	10
951	12
952	4
953	8
954	10
955	6
956	11
957	11
958	11
959	10
960	5
961	11
962	6
963	11
964	7
965	10
966	15
967	12
968	8
969	12
970	8
971	4
972	8
973	11
974	8
975	11
976	16
977	15
978	14
979	6
980	8
981	10
982	6
983	6
984	11
985	6
986	10
987	12
988	9
989	8
990	6
991	9
992	12
993	10
994	13
995	9
996	11
997	6
998	9
999	8
1000	8
1001	8
1002	9
1003	8
1004	6
1005	7
1006	11
1007	8
1008	14
1009	8
1010	12
1011	9
1012	6
1013	10
1014	11
1015	10
1016	8
1017	6
1018	9
1019	10
1020	11
1021	12
1022	11
1023	5
1024	6
1025	8
1026	12
1027	8
1028	10
1029	11
1030	11
1031	6
1032	8
1033	10
1034	6
1035	10
1036	13
1037	12
1038	14
1039	12
1040	11
1041	5
1042	16
1043	9
1044	9
1045	10
1046	12
1047	8
1048	12
1049	6
1050	6
1051	10
1052	12
1053	10
1054	8
1055	11
1056	9
1057	8
1058	10
1059	5
1060	7
1061	10
1062	10
1063	7
1064	11
1065	10
1066	8
1067	8
1068	7
1069	8
1070	10
1071	10
1072	8
1073	10
1074	7
1075	11
1076	8
1077	10
1078	7
1079	13
1080	9
1081	8
1082	7
1083	10
1084	7
1085	8
1086	6
1087	7
1088	7
1089	14
1090	9
1091	8
1092	9
1093	12
1094	7
1095	10
1096	12
1097	8
1098	9
1099	12
1100	9
1101	11
1102	9
1103	14
1104	8
1105	11
1106	12
1107	6
1108	13
1109	7
1110	10
1111	9
1112	10
1113	12
1114	8
1115	11
1116	4
1117	6
1118	11
1119	12
1120	9
1121	9
1122	10
1123	7
1124	7
1125	9
1126	8
1127	12
1128	9
1129	4
1130	8
1131	8
1132	8
1133	7
1134	11
1135	11
1136	17
1137	6
1138	13
1139	10
1140	7
1141	8
1142	9
1143	9
1144	9
1145	14
1146	6
1147	7
1148	9
1149	12
1150	13
1151	9
1152	10
1153	7
1154	10
1155	12
1156	9
1157	7
1158	7
1159	7
1160	8
1161	9
1162	7
1163	11
1164	7
1165	6
1166	10
1167	6
1168	10
1169	9
1170	11
1171	9
1172	16
1173	11
1174	6
1175	5
1176	7
1177	7
1178	9
1179	8
1180	7
1181	9
1182	10
1183	7
1184	7
1185	6
1186	6
1187	13
1188	10
1189	11
1190	9
1191	8
1192	8
1193	6
1194	9
1195	10
1196	13
1197	11
1198	10
1199	11
1200	9
1201	10
1202	8
1203	7
1204	10
1205	7
1206	7
1207	6
1208	7
1209	9
1210	11
1211	10
1212	8
1213	8
1214	12
1215	11
1216	7
1217	7
1218	10
1219	8
1220	7
1221	8
1222	10
1223	5
1224	8
1225	8
1226	6
1227	14
1228	10
1229	13
1230	8
1231	14
1232	11
1233	9
1234	8
1235	17
1236	12
1237	14
1238	8
1239	6
1240	15
1241	9
1242	10
1243	10
1244	11
1245	6
1246	7
1247	17
1248	9
1249	5
1250	6
1251	16
1252	9
1254	13
1255	9
1256	12
1257	8
1258	16
1259	11
1260	10
1261	19
1262	9
1263	8
1264	8
1265	9
1266	10
1267	13
1268	7
1269	8
1270	9
1271	8
1272	9
1273	6
1274	10
1275	7
1276	6
1277	11
1278	7
1279	10
1280	6
1281	5
1282	10
1283	7
1284	12
1285	13
1286	8
1287	5
1288	10
1289	8
1290	11
1291	6
1292	10
1293	6
1294	15
1295	8
1296	6
1297	8
1298	10
1299	9
1300	9
1301	9
1302	13
1303	12
1304	11
1305	12
1306	9
1307	11
1308	16
1309	8
1310	11
1311	11
1312	12
1313	11
1314	11
1315	10
1316	9
1317	11
1318	10
1319	9
1320	6
1321	10
1322	11
1323	13
1324	14
1325	10
1326	9
1327	12
1328	9
1329	16
1330	12
1331	8
1332	4
1333	12
1334	7
1335	4
1336	9
1337	9
1338	8
1339	9
1340	6
1341	10
1342	14
1343	7
1344	6
1345	8
1346	12
1347	9
1348	9
1349	12
1350	8
1351	13
1352	9
1353	7
1354	11
1355	11
1356	14
1357	8
1358	6
1359	9
1360	7
1361	12
1362	8
1363	7
1364	7
1365	7
1366	9
1367	15
1368	9
1369	6
1370	14
1371	12
1372	9
1373	10
1374	7
1375	10
1376	7
1377	9
1378	10
1379	8
1380	5
1381	8
1382	7
1383	9
1384	6
1385	9
1386	7
1387	11
1388	9
1389	13
1390	7
1391	10
1392	6
1393	7
1394	10
1395	10
1396	5
1397	8
1398	8
1399	4
1400	10
1401	13
1402	6
1403	9
1404	5
1405	6
1406	9
1407	9
1408	7
1409	9
1410	7
1411	8
1412	10
1413	5
1414	8
1415	9
1416	10
1417	9
1418	15
1419	6
1420	10
1421	12
1422	9
1423	8
1424	18
1425	8
1426	11
1427	9
1428	10
1429	10
1430	8
1431	10
1432	9
1434	12
1435	14
1436	11
1437	12
1438	8
1439	10
1440	10
1441	9
1442	9
1443	4
1444	8
1445	11
1446	7
1447	13
1448	10
1449	7
1450	6
1451	8
1452	6
1453	8
1454	8
1455	7
1456	8
1457	6
1458	5
1459	9
1460	4
1461	15
1462	7
1463	16
1464	9
1465	12
1466	11
1467	8
1468	11
1469	8
1470	11
1471	9
1472	10
1473	8
1474	7
1475	11
1476	4
1477	10
1478	11
1479	7
1480	12
1482	12
1483	8
1484	8
1485	7
1486	8
1487	10
1488	9
1489	8
1490	9
1491	11
1492	5
1493	8
1494	8
1495	6
1496	5
1497	6
1498	8
1499	5
1500	10
1501	9
1502	5
1503	13
1504	5
1505	7
1506	7
1507	8
1508	8
1509	14
1510	7
1511	8
1512	7
1513	9
1514	7
1515	7
1516	7
1517	8
1518	10
1519	7
1520	9
1521	10
1522	10
1523	12
1524	8
1525	10
1526	9
1527	12
1528	6
1529	8
1530	9
1531	10
1532	8
1533	12
1534	12
1535	9
1536	8
1537	12
1538	6
1539	9
1540	11
1541	9
1542	10
1543	9
1544	9
1545	6
1546	8
1547	11
1548	7
1549	10
1550	13
1551	9
1552	12
1553	8
1554	8
1555	7
1556	10
1557	6
1558	5
1559	5
1560	10
1561	10
1562	10
1563	10
1564	12
1565	5
1566	7
1567	10
1568	10
1569	8
1570	6
1571	14
1572	10
1573	6
1574	11
1575	10
1576	9
1577	5
1578	8
1579	12
1580	10
1581	7
1582	9
1583	8
1584	11
1585	7
1586	9
1587	4
1588	8
1590	7
1591	11
1592	8
1593	11
1594	10
1595	10
1596	9
1597	8
1598	10
1599	6
1600	6
1601	10
1602	15
1603	6
1604	6
1605	9
1606	10
1607	7
1608	9
1609	5
1610	11
1611	6
1612	7
1613	8
1614	9
1615	13
1616	10
1617	9
1618	11
1619	11
1620	7
1621	7
1622	12
1623	9
1624	9
1625	10
1626	7
1627	9
1628	7
1629	9
1630	9
1631	8
1632	5
1633	12
1635	7
1636	7
1637	10
1638	8
1639	8
1640	4
1641	6
1642	8
1643	7
1644	11
1645	9
1646	8
1647	12
1648	8
1649	10
1650	6
1651	8
1652	9
1653	6
1654	8
1655	6
1656	6
1657	8
1658	7
1659	8
1660	10
1661	12
1662	7
1663	4
1664	6
1665	8
1666	8
1667	6
1668	9
1669	7
1670	10
1671	5
1672	7
1673	7
1674	8
1675	8
1676	9
1677	6
1678	12
1679	8
1680	5
1681	15
1682	8
1683	7
1684	8
1685	10
1686	8
1687	5
1688	6
1689	9
1690	9
1691	5
1692	8
1693	10
1694	8
1695	10
1696	5
1697	11
1698	8
1699	11
1700	8
1701	9
1702	10
1703	15
1704	9
1705	8
1706	8
1707	6
1708	6
1709	13
1710	8
1711	7
1712	9
1713	7
1714	10
1715	7
1716	9
1717	7
1718	12
1719	10
1720	8
1721	15
1722	9
1723	11
1724	7
1725	8
1726	7
1727	6
1728	6
1730	8
1731	11
1732	11
1733	14
1734	13
1735	9
1736	10
1737	12
1738	11
1739	7
1740	8
1741	14
1742	8
1743	6
1744	11
1745	5
1746	12
1747	11
1748	12
1749	11
1750	9
1751	6
1752	11
1753	6
1754	15
1755	8
1756	8
1757	6
1758	14
1759	12
1760	11
1761	7
1762	6
1763	7
1764	6
1765	7
1766	7
1767	8
1768	6
1769	11
1770	7
1771	5
1772	9
1773	12
1774	7
1775	8
1776	6
1777	8
1778	8
1779	11
1780	8
1781	6
1782	6
1783	10
1784	9
1785	6
1786	9
1787	12
1788	6
1789	11
1790	10
1791	8
1792	9
1793	6
1794	8
1795	5
1796	7
1797	9
1798	7
1800	5
1801	6
1802	6
1803	9
1804	7
1805	8
1806	10
1807	11
1808	7
1809	8
1810	5
1811	8
1812	10
1813	10
1814	5
1815	9
1816	7
1817	6
1818	4
1819	6
1820	4
1821	7
1822	7
1823	6
1824	11
1825	9
1826	8
1827	7
1828	8
1829	9
1830	10
1831	7
1832	8
1833	6
1834	9
1835	9
1836	10
1837	8
1838	13
1839	8
1840	7
1841	9
1842	10
1843	7
1844	12
1845	13
1846	11
1847	8
1848	10
1850	9
1851	8
1852	6
1853	7
1854	5
1855	9
1856	10
1857	8
1858	9
1859	5
1860	7
1861	9
1862	7
1863	6
1864	9
1865	9
1866	7
1867	7
1868	5
1869	7
1870	6
1871	6
1872	11
1873	8
1874	7
1875	10
1876	10
1877	7
1878	6
1879	7
1880	10
1881	6
1882	5
1883	8
1884	6
1885	11
1886	6
1887	6
1888	10
1889	5
1890	9
1891	8
1892	11
1893	9
1894	8
1895	9
1896	7
1897	8
1898	13
1899	6
1900	5
1901	7
1903	11
1904	9
1905	5
1906	13
1907	6
1908	7
1909	8
1910	9
1911	12
1912	8
1913	8
1914	8
1915	12
1916	6
1917	8
1918	9
1919	6
1920	8
1921	11
1922	10
1923	10
1924	10
1925	8
1926	9
1927	9
1928	6
1929	8
1930	8
1931	13
1932	9
1933	10
1935	6
1936	6
1937	7
1938	6
1939	7
1940	13
1941	10
1942	6
1943	5
1944	12
1945	6
1947	11
1948	10
1949	5
1950	8
1951	7
1952	7
1953	7
1954	6
1955	8
1956	8
1957	5
1958	7
1959	17
1960	7
1961	9
1962	7
1963	8
1964	7
1965	12
1966	7
1967	8
1968	6
1969	9
1971	7
1972	7
1973	8
1974	11
1975	10
1976	8
1977	10
1978	11
1979	8
1980	6
1981	6
1982	7
1983	8
1984	5
1985	8
1986	6
1987	5
1988	6
1989	6
1990	7
1991	11
1992	7
1993	6
1994	8
1995	8
1997	9
1998	7
1999	9
2001	7
2002	10
2003	9
2004	6
2005	9
2006	8
2007	11
2008	8
2009	9
2010	7
2012	7
2013	8
2014	7
2015	4
